Tên văn phòng đại diện,Ngày cấp,Ngày hết hạn,Quốc gia,Điện thoại VPDD,Địa chỉ,Tên trưởng đại diện,Quốc tịch,Số giấy phép,Ngày cấp phép,Ngày giấy phép hết hạn,Lĩnh vực hoạt động,Tên công ty mẹ,Địa chỉ van phong chinh,Điện thoại VPDD Chinh,Năm thành lập,Nơi ĐKTL,"Bang, Tỉnh, TP",Vốn điều lệ
"J MO ENTERPRISE CO., LTD.",2011-11-16 00:00:00.0,2021-11-16 00:00:00.0,Taiwan,38955958,"Khu dân cư Cityland Garden Hill Phan Văn Trị, 64, phường 5, quận Gò Vấp, thành phố Hồ Chí Minh, Việt Nam",Hu Chia-Fu,Taiwan,"79-03448-01
Thương mại",2011-11-16 00:00:00.0,2021-11-16 00:00:00.0,"Thương mại : Đồ nội thất, ngoại thất,","J Mo Enterprise Co., Ltd.","6F., No. 69, Sec.1, Dunhua S. Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",8862-25-789100,0,Taiwan,,0 USD
ELI LILLY EXPORT SA,2013-11-15 00:00:00.0,2019-11-14 00:00:00.0,Anh,,"Lô B - Phòng 2402, tầng 24, tòa nhà Lim Tower, số 9-11, Tôn Đức Thắng, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Rehan Qaid Saghir,Anh,79-03971-01,2013-11-15 00:00:00.0,2019-11-14 00:00:00.0,,Eli Lilly Export SA,"Chemin des Coquelicots 16, 1214 Vernier, Geneva, Switzerland",41 22 306 0333,1989,Thụy Sĩ,,0 USD
"CIKO CO., LTD",2011-11-30 00:00:00.0,2021-11-11 00:00:00.0,Hàn Quốc,,"5, B8 (C4-1), Hoàng Văn Thái, phường Tân Phú, quận 7, thành phố Hồ Chí Minh, Việt Nam",Lee Joongwhan,Hàn Quốc,79-03456-01,2011-11-30 00:00:00.0,2021-11-11 00:00:00.0,,"CIKO CO., LTD","Parkview Office Tower, 10th floor #1005, 1006, 6 Jeongja-dong, Bundang-gu, Seongnam-si, Gyeonggi-do, Korea",82-31-7124-9780,2002,Hàn Quốc,,0 USD
VĂN PHÒNG ĐẠI DIỆN CHEMOPHARM SDN. BHD. TẠI THÀNH PHỐ HỒ CHÍ MINH.,2011-11-04 00:00:00.0,2021-11-04 00:00:00.0,Malaysia,,"Lầu 4, 20, Sông Thao, phường 2, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Robin Chew Keng Siong,Malaysia,"79-03437-01
Thương mại",2011-11-04 00:00:00.0,2021-11-04 00:00:00.0,"Thương mại : Máy móc, trang thiết bị đo lường,",Chemopharm Sdn.Bhd.,"20, Jalan SS 2/66, SEA Park, 47300 Pentaling Jaya, Malaysia",603-7872600,1975,Malaysia,,0 USD
KINGSPAN INSULATED PANELS PTY LIMITED,2016-11-11 11:08:51.512,2021-11-11 00:00:00.0,Việt Nam,,"1501 - Elite Business Center, SSG, 15, 561A, Điện Biên Phủ, phường 25, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Hà Ngọc Anh Minh,Việt Nam,"79-04760-01
Sản xuất",2016-11-11 11:08:51.512,2021-11-11 00:00:00.0,"Sản xuất : Nguyên, nhiên vật liệu,",Kingspan Insulated Panels Pty Limited,"38-52 Dunheved Circuit, St Marys, NSW 2760, Australia",61 02 8889 3000,0,Australia,,4.775.000 USD
ADVANCE FACTORY LIMITED,2016-11-14 00:00:00.0,2020-05-28 00:00:00.0,Taiwan,,"Khu Trung tâm Thương mại Tài chính Quốc tế - C4 - 1, 1, 79/8, 1, Hoàng Văn Thái, phường Tân Phú, quận 7, thành phố Hồ Chí Minh, Việt Nam","Wang, Yi-hui",Taiwan,"79-04761-01
Thương mại",2016-11-14 00:00:00.0,2020-05-28 00:00:00.0,"Thương mại : Sản phẩm may mặc, dệt may,",Advance Factory Limited,"13/F Workshop B-F Centre 600, 82 King Lam Street, Cheung Sha Wan, Kowloon, Hong Kong.",852 2370 3698,0,Hồng Kông,,0 USD
PT. ORBINOX SOUTH EAST ASIA,2016-11-11 09:59:22.67,2021-11-11 00:00:00.0,Indonesia,,"2, 32, KDC Him Lam 6A, ấp 4, Nguyễn Văn Luông, xã Bình Hưng, huyện Bình Chánh, thành phố Hồ Chí Minh, Việt Nam",Yenny Hartono,Indonesia,"79-04759-01
Thương mại",2016-11-11 09:59:22.67,2021-11-11 00:00:00.0,"Thương mại : Máy móc, thiết bị công nghiệp,",PT. Orbinox South East Asia,"JI. Pilar Raya No. 47 NA. 006/CA. 003, South Kedoya, KebonJeruk, West Jakarta 11520, Indonesia",622158358866,0,Indonesia,,0 USD
"FUKUSUKE KIKO CO., LTD",2016-11-10 16:37:38.385,2021-11-10 00:00:00.0,Việt Nam,,"Melody Tower, 7, 422-424, đường Ung Văn Khiêm, phường 25, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Bảo Toàn,Việt Nam,"79-04758-01
Thương mại",2016-11-10 16:37:38.385,2021-11-10 00:00:00.0,"Thương mại : Máy móc, thiết bị công nghiệp,","Fukusuke Kiko Co., Ltd","776-1, Nabano, Aioi-shi, Hyogo-ken, Japan",81-791-23-5600,0,Nhật Bản,Hyogo,0 USD
BESPOKE HOSPITALITY MANAGEMENT ASIA LTD.,2016-11-10 08:53:22.41,2021-11-10 00:00:00.0,Anh,,"1601, tòa nhà Havana, lầu 16, 132, Hàm Nghi, phường Bến Thành, quận 1, thành phố Hồ Chí Minh, Việt Nam",SIMON CHADWICK JINKS,Anh,"79-04757-01
Dịch vụ",2016-11-10 08:53:22.41,2021-11-10 00:00:00.0,"Dịch vụ : Bảo trì, giám định, tư vấn, thiết kế,",Bespoke Hospitality Management Asia Ltd.,"No. 10/125 Trendy Building, 11 Floor, Sukhumvit Soi 13, Sukhumvit Road, Klongtoey Nua Sub-district, Wattana District, Bangkok Metropolis, Thailand",+6621687533,0,Thái Lan,,0 USD
SOPREMA SINGAPORE PTE. LTD.,2016-11-08 14:39:07.373,2021-11-08 00:00:00.0,Mỹ,,"721-3, Tòa nhà Mê Linh Point Tower, 7F, 2 , Ngô Đức Kế, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Thomas Kevin Mole,Mỹ,"79-04756-01
Thương mại",2016-11-08 14:39:07.373,2021-11-08 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,",Soprema Singapore Pte. Ltd.,"10 Marina Boulevard #39-01, Marina Bay Financial Centre Singapore (018983)",6568186353,0,Singapore,,0 USD
WEICHAI SINGAPORE PTE. LTD.,2015-03-17 14:32:47.49,2022-01-14 00:00:00.0,Trung Quốc,,"702, Dai Minh Convention, 7, 77, Hoàng Văn Thái, phường Tân Phú, quận 7, thành phố Hồ Chí Minh, Việt Nam",Huang Hong Guang,Trung Quốc,"79-04286-01
Sản xuất",2015-03-17 14:32:47.49,2022-01-14 00:00:00.0,"Sản xuất : Máy móc, thiết bị công nghiệp,",Weichai Singapore Pte. Ltd.,237 Pandan Loop #05-11 Westech Building Singapore (128424),006567794869,0,Singapore,,0 USD
TOTAL DEVELOPPEMENT &amp; MANAGEMENT INC.,2016-11-07 08:03:20.515,2021-11-07 00:00:00.0,Việt Nam,,"134/39, Nguyễn Thị Thập, Phường Bình Thuận, quận 7, thành phố Hồ Chí Minh, Việt Nam",Phạm Ngọc Hưng,Việt Nam,"79-04755-01
Xây dựng",2016-11-07 08:03:20.515,2021-11-07 00:00:00.0,"Xây dựng : Xây dựng dân dụng, nhà ở,",Total Developpement &amp; Management Inc.,"2nd Unit Athens, 926 A Languages Internationale Building, Arnaiz Avenue., Makati City, Philippines",63 1 804 337 - 63 2 533 2613,0,Philippines,,0 USD
"RGB SYSTEM, INC. DBA EXTRON ELECTRONICS",2011-03-03 00:00:00.0,2021-03-03 00:00:00.0,Singapore,,"Tầng lửng, 02, Trường Sơn, Phường 01, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Tan Peck Lian,Singapore,"79-03220-01
Thương mại",2011-03-03 00:00:00.0,2021-03-03 00:00:00.0,"Thương mại : Thiết bị viễn thông,","RGB System, Inc. dba Extron Electronics","1230 South Lewis Street, Anaheim, CA 92805, USA",714 419 1500,1985,Hoa Kỳ,,0 USD
TERRAMAR GMBH,2014-04-10 00:00:00.0,2015-04-09 00:00:00.0,Việt Nam,39153209,"302, 3, Royal Office Building,, 123, Lê Lợi, phường Bến Thành, quận 1, thành phố Hồ Chí Minh, Việt Nam",Đinh Nguyễn Uyên Nhung,Việt Nam,79-04057-01,2014-04-10 00:00:00.0,2015-04-09 00:00:00.0,,Terramar GmbH,"Dorotheenstr. 60, 22301 Hamburg, Germany",494027073-0,1949,Đức,,0 USD
HOWDEN AXIAL FANS APS,2012-11-28 00:00:00.0,2021-11-04 00:00:00.0,Đan Mạch,822200834,"Lầu 6, 231-233, Lê Thánh Tôn, phường Bến Thành, quận 1, thành phố Hồ Chí Minh, Việt Nam",Trung Quoc Hoang,Đan Mạch,"79-03727-01
Sản xuất",2012-11-28 00:00:00.0,2021-11-04 00:00:00.0,"Sản xuất : Máy móc, thiết bị công nghiệp,",Howden Axial Fans ApS,"Industrivej 23, 4700 Næstved, Denmark",45 55 77 62 62,1991,Đan Mạch,,1.500.000 USD
"SOPRO MACHINERY, LLC",2016-11-02 10:05:59.796,2021-11-02 00:00:00.0,Việt Nam,,"11, PSO Business Center, 1, 43, Mạc Đĩnh Chi, phường Đa Kao, quận 1, thành phố Hồ Chí Minh, Việt Nam",Lê Thanh Lâm,Việt Nam,"79-04748-01
Sản xuất",2016-11-02 10:05:59.796,2021-11-02 00:00:00.0,"Sản xuất : Máy móc, thiết bị công nghiệp,","Sopro Machinery, LLC","38W336 IL, Route 64, St Charles, IL 60.175, United States of America",+1 331 901 5097,0,Hoa Kỳ,,0 USD
MSN LABORATORIES PRIVATE LIMITED,2016-11-03 15:20:02.04,2021-11-03 00:00:00.0,Ấn Độ,,"1505, SSG, 15, 561A, đường Điện Biên Phủ, phường 25, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Divyesh Kumar Tewari,Ấn Độ,"79-04754-01
Sản xuất",2016-11-03 15:20:02.04,2021-11-03 00:00:00.0,"Sản xuất : Hóa chất,",MSN Laboratories Private Limited,"Plot no.C-24, MSN House, Industrial Estate, Sanath Nagar, Hyderabad, Telangana - 500018, India",18001035577,0,Ấn Độ,,0 USD
VĂN PHÒNG ĐẠI DIỆN ZEN LIVING LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH.,2016-11-02 14:40:36.497,2019-06-03 00:00:00.0,Việt Nam,,"tòa nhà Gia Phú, tầng 4, 854, Sư Vạn Hạnh, phường 13, quận 10, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Ngọc Hân,Việt Nam,"79-04751-01
Thương mại",2016-11-02 14:40:36.497,2019-06-03 00:00:00.0,"Thương mại : Đồ nội thất, ngoại thất,",Zen Living Ltd.,"204, 2635 - 37th Avenue N.E., Calgary, Alberta, T1Y 5Z6, Canada",1-403-720-1928,0,Canada,,0 USD
VALTECH SOLUTION PTE. LTD.,2016-10-31 16:10:22.46,2021-10-31 00:00:00.0,Việt Nam,,"2, 48 Bis, Trần Đình Xu, phường Cô Giang, quận 1, thành phố Hồ Chí Minh, Việt Nam",Võ Nguyễn Bá Châu,Việt Nam,"79-04746-01
Thương mại",2016-10-31 16:10:22.46,2021-10-31 00:00:00.0,"Thương mại : Nhôm, kim loại màu,",Valtech Solution Pte. Ltd.,"629 Aljunied Road, #04-07, Cititech Industrial Building, Singapore (389838)",0065 67420197,0,Singapore,,0 USD
SKIOLD A/S,2016-11-02 14:07:43.577,2021-11-02 00:00:00.0,Việt Nam,,"24.05, Pearl Plaza, 24, 561A, Điện Biên Phủ, phường 25, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Mỹ Hạnh,Việt Nam,"79-04749-01
Thương mại",2016-11-02 14:07:43.577,2021-11-02 00:00:00.0,"Thương mại : Máy móc, thiết bị nông nghiệp,",Skiold A/S,"Kjeldgaardsvej 3, 9300 Saeby, Denmark",45 99 89 88 87,0,Đan Mạch,,1.762.030 USD
COMELIT SOUTH EAST ASIA PTE.LTD,2016-11-02 15:21:40.379,2021-11-02 00:00:00.0,Singapore,,"273/29/122, Nguyễn Văn Đậu, phường 11, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Goh Joon Huat,Singapore,"79-04752-01
Thương mại",2016-11-02 15:21:40.379,2021-11-02 00:00:00.0,"Thương mại : Máy móc, thiết bị công nghiệp,",Comelit South East Asia Pte. Ltd,69 UBI Road 1 #05-27 Oxley Bizhub Singapore (408731);,65 67024780,0,Singapore,,0 USD
J &amp; E SOZIO - DESCOLLONGES SAS,2016-11-02 14:23:03.016,2021-11-02 00:00:00.0,Cộng Hòa Pháp,,"LE 4.47, Lexington Residence , 67, Mai Chí Thọ, phường An Phú, quận 2, thành phố Hồ Chí Minh, Việt Nam",Gabriel Samuel,Cộng Hòa Pháp,"79-04750-01
Thương mại",2016-11-02 14:23:03.016,2021-11-02 00:00:00.0,"Thương mại : Hóa chất,",J &amp; E Sozio - Descollonges SAS,"6 Rue BARBES 92305 Levallois-Perret, France",330141341400,0,Pháp,,0 USD
SHIRLEY TECHNOLOGIES LIMITED,2016-11-02 08:29:14.291,2021-11-02 00:00:00.0,Anh,,"Văn phòng số 5, Hải Âu, 12, 39B , đường Trường Sơn, Phường 01, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Lesley Karren Hughes,Anh,"79-04747-01
Thương mại",2016-11-02 08:29:14.291,2021-11-02 00:00:00.0,"Thương mại : Sản phẩm may mặc, dệt may,",Shirley Technologies Limited,"Wira House, West Park Ring Road Leeds LS16 6QL, United Kingdom",44001618691610,0,Vương Quốc Anh,,0 USD
MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,2012-11-20 00:00:00.0,2021-11-02 00:00:00.0,Ấn Độ,,"5.12A, tầng 5, 364, Cộng Hòa, phường 13, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Rajeev Kumar Jain,Ấn Độ,"79-03724-01
Thương mại",2012-11-20 00:00:00.0,2021-11-02 00:00:00.0,"Thương mại : Thực phẩm,",Mega Lifesciences Public Company Limited,"384 Soi 6, Pattana 3 Road, Bangpoo Industrial Estate, Village No.4, Praeksa Subdistrict, Muang Samutprakarn District, Samutprakarn Province, Thailand",662 401 8686,0,Thái Lan,,0 USD
SPX FLOW TECHNOLOGY SINGAPORE PTE. LTD.,2012-07-05 00:00:00.0,2022-06-13 00:00:00.0,Ấn Độ,,"1323, 13, 39, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Sailendu Sekhar Das,Ấn Độ,"79-03615-01
Sản xuất",2012-07-05 00:00:00.0,2022-06-13 00:00:00.0,"Sản xuất : Máy móc, thiết bị công nghiệp,",SPX Flow Technology Singapore Pte. Ltd.,"20 Pioneer Crescent, #06-01, West Park Bizcentral, Singapore (628555)",65 62644366,0,Singapore,,299.996 USD
ACERINOX (SEA) PTE LTD,2011-11-10 00:00:00.0,2021-11-01 00:00:00.0,Việt Nam,,"401, 4, 63, Xuân Hồng, Phường 01, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Trần Thị Thanh Hằng,Việt Nam,"79-03440-01
Thương mại",2011-11-10 00:00:00.0,2021-11-01 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,",Acerinox (Sea) Pte Ltd,"16 Raffles Quay, # 20-02, Hong Leong Building, Singapore (048581)",65-62266405,0,Singapore,,125.677 USD
"HERSTERA GARDEN, S.L.",2016-10-31 08:58:05.763,,Việt Nam,,"18/1 đường số 8, 1, phường Linh Xuân, quận Thủ Đức, thành phố Hồ Chí Minh, Việt Nam",Võ Thị Đoan Trinh,Việt Nam,"79-04745-01
Thương mại",2016-10-31 08:58:05.763,,"Thương mại : Đồ nội thất, ngoại thất,","Herstera Garden, S.L.","C. Conca De Barberà, Num. 14 16, Pol.Industrial Pla De La Bruguera - Poligons Industrials, 08211 Castellar Del Valles - (Barcelona), Spain;",34937206141,0,Tây Ban Nha,,0 USD
HMSHOST INTERNATIONAL B.V.,2014-10-29 16:14:28.454,2019-12-28 00:00:00.0,New Zealand,38485366,"30, Nguyễn Đăng Giai, phường Thảo Điền, quận 2, thành phố Hồ Chí Minh, Việt Nam",Sirisena Gian Sanjiv,New Zealand,"79-04194-01
Dịch vụ",2014-10-29 16:14:28.454,2019-12-28 00:00:00.0,"Dịch vụ : Quản lý tài sản,",HMSHost International B.V.,"Vertrekpassage 9, Term 1/3/3218, 1118AP Luchthaven Schiphol, The Netherlands",310206034603,0,Hà Lan,,0 USD
"FTN CO., LTD.",2016-10-27 14:19:36.533,2021-10-27 00:00:00.0,Hàn Quốc,,"25/6, Cửu Long, phường 2, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Yoon Jin Han,Hàn Quốc,"79-04743-01
Thương mại",2016-10-27 14:19:36.533,2021-10-27 00:00:00.0,"Thương mại : Sản phẩm may mặc, dệt may,","FTN Co., Ltd.","1201, 12Floor, E&amp;C Venture Dream Tower 6Cha, 41, Digital-ro 31-gil, Guro-gu, Seoul, Korea",82-2550 2800,0,Hàn Quốc,,"879.894,413 USD"
VINI INTERNATIONAL FZE,2015-10-12 07:51:00.79,2020-10-12 00:00:00.0,Việt Nam,66780260,"66A, Khu dân cư Nam Long, phường Tân Thuận Đông, quận 7, thành phố Hồ Chí Minh, Việt Nam",Trần Đức Nhất Tuấn,Việt Nam,"79-04446-01
Thương mại",2015-10-12 07:51:00.79,2020-10-12 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,",Vini International FZE,"P.O Box No. 52885, Hamriyah Free Zone, United Arab Emirates",97143425504,0,United Arab Emirates,,9.333 USD
THE STRAITS INTERNATIONAL PTE. LTD.,2016-10-26 15:20:45.675,2021-10-25 00:00:00.0,Việt Nam,,"LE-03.13 Block E – Officetel Lexington Residence, 67, Mai Chí Thọ, phường An Phú, quận 2, thành phố Hồ Chí Minh, Việt Nam",Lê Hồng Nam,Việt Nam,"79-04742-01
Thương mại",2016-10-26 15:20:45.675,2021-10-25 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,",The Straits International Pte. Ltd.,"54B Club Street, Singapore (069431)",6565353594,0,Singapore,,0 USD
K-SWISS INTERNATIONAL MANUFACTURING LIMITED,2011-12-26 00:00:00.0,2018-11-18 00:00:00.0,Việt Nam,62556872,"1722 và 1723, 17, 2bis-4-6, Lê Thánh Tôn, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Trần Thị Đoan Trang,Việt Nam,"79-03483-01
Thương mại",2011-12-26 00:00:00.0,2018-11-18 00:00:00.0,"Thương mại : Sản phẩm may mặc, dệt may,",K-Swiss International Manufacturing Limited,"1401 Hutchison House, 10 Harcourt Road, Hong Kong",+852 2485 2292,0,Hồng Kông,,1.289 USD
VĂN PHÒNG ĐẠI DIỆN EMPLOYMENT INNOVATIONS GROUP PTY LTD TẠI THÀNH PHỐ HỒ CHÍ MINH.,2015-07-10 13:51:07.763,2023-07-10 00:00:00.0,Việt Nam,0903074204 - TĐD Quỳnh Trâm,"9-02, 9, 77, Trần Nhân Tôn, phường 9, quận 5, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Thị Quỳnh Trâm,Việt Nam,"79-04374-01
Dịch vụ",2015-07-10 13:51:07.763,2023-07-10 00:00:00.0,"Dịch vụ : Dịch vụ tiện ích khác,",Employment Innovations Group Pty Ltd,"Level 3, 845 Pacific Highway, Chatswood NSW 2067, Australia",02 8030 8888,0,Australia,,0 USD
SOU LE ENTERPRISE (HK) COMPANY LIMITED,2014-11-07 10:48:01.663,2017-03-27 00:00:00.0,Trung Quốc,,"3001, Cao ốc văn phòng Petroland, tầng 30, 12, Tân Trào, phường Tân Phú, quận 7, thành phố Hồ Chí Minh, Việt Nam","Chang, Chih-Hsuan",Trung Quốc,"79-04204-01
Thương mại",2014-11-07 10:48:01.663,2017-03-27 00:00:00.0,"Thương mại : Hóa chất,",Sou Le Enterprise (HK) Company Limited,"Flat/RM 915, 9/F, Parklane Centre, 25 Kin Wing St, Tuen Mun, Hong Kong",+852-24618151,0,Hồng Kông,,0 USD
65DOCTOR (PRIVATE) LIMITED.,2016-10-25 17:14:26.221,2021-01-25 00:00:00.0,Việt Nam,,"Chổ ngồi cố định số 2, khu vực I-Share, Loyal, 8, 151-151 Bis, đường Võ Thị Sáu, phường 6, quận 3, thành phố Hồ Chí Minh, Việt Nam",Lê Nguyễn Trung Nam,Việt Nam,"79-04741-01
Dịch vụ",2016-10-25 17:14:26.221,2021-01-25 00:00:00.0,"Dịch vụ : Dịch vụ tiện ích khác,",65Doctor (Private) Limited.,"59 New Upper Changi Road, #01-1284, Singapore (461059)",65 6473 8123,0,Singapore,,0 USD
TAEYOUNG E&amp;C,2011-11-30 00:00:00.0,2021-10-26 00:00:00.0,Hàn Quốc,35203036,"1601, tòa nhà Me Linh Point, 16, 02, Ngô Đức Kế, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Kwon Soon Sung,Hàn Quốc,"79-03457-01
Xây dựng",2011-11-30 00:00:00.0,2021-10-26 00:00:00.0,"Xây dựng : Xây dựng dân dụng, nhà ở,",Taeyoung E&amp;C,"24, Jeongbalsan-ro, Ilsandong-gu, Goyang-si, Gyeonggi-do, Korea",82-2--2090-6692,1995,Hàn Quốc,,0 USD
NATIONAL INSTRUMENTS SINGAPORE (PTE) LTD,2011-08-03 00:00:00.0,2021-08-02 00:00:00.0,Việt Nam,39113150,"1903A, 19, tòa nhà Centec Tower, 72-74, Nguyễn Thị Minh Khai, phường 6, quận 3, thành phố Hồ Chí Minh, Việt Nam",Phạm Quốc Hùng,Việt Nam,"79-03348-01
Sản xuất",2011-08-03 00:00:00.0,2021-08-02 00:00:00.0,"Sản xuất : Phần cứng máy tính,",National Instruments Singapore (Pte) Ltd,"1 Gateway Drive, #08-01 Westgate, Singapore 608531;",6568865886,0,Singapore,,0 USD
"SPF DIANA (THAILAND) CO., LTD",2011-10-26 00:00:00.0,2021-10-26 00:00:00.0,Việt Nam,84 0 854492460,"15.06, IPC, 15, 1489, Nguyễn Văn Linh, phường Tân Phong, quận 7, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Thị Minh Tâm,Việt Nam,"79-03426-01
Thương mại",2011-10-26 00:00:00.0,2021-10-26 00:00:00.0,"Thương mại : Mỹ phẩm,","SPF Diana (Thailand) Co., Ltd","68/5 Mooti 8, Tumbol bangkrajao, Amphur Muang, Samutsakorn Province",6634845285,2009,Thái Lan,,0 USD
"VAST TEAMCYBER INTERNATIONAL CO., LTD",2011-10-10 00:00:00.0,2019-10-25 00:00:00.0,Taiwan,,"440, Trần Hưng Đạo, phường 2, quận 5, thành phố Hồ Chí Minh, Việt Nam",Chen Cheng Chi,Taiwan,"79-03415-01
Thương mại",2011-10-10 00:00:00.0,2019-10-25 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,","Vast Teamcyber International Co., Ltd","15F-7., No 400, Huanbei Rd, Zhongli City, Taoyuan County 320, Taiwan",,2008,Taiwan,,0 USD
VAN LEEUWEN PIPE AND TUBE (SINGAPORE) PTE LTD,2011-01-06 00:00:00.0,2021-01-06 00:00:00.0,Singapore,62888769,"202, tầng 02, 6, Thái Văn Lung, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Soeharman,Singapore,"79-03170-01
Thương mại",2011-01-06 00:00:00.0,2021-01-06 00:00:00.0,"Thương mại : Linh kiện ôtô, xe gắn máy,",Van Leeuwen Pipe And Tube (Singapore) Pte Ltd,"1 Marina Boulevard, #28-00 One Marina Boulevard, Singapore (018989)",68979301,0,Singapore,,0 USD
"LOTTE ADVANCED MATERIALS (THAILAND) CO., LTD.",2016-10-21 13:24:41.619,2021-10-21 00:00:00.0,Hàn Quốc,,"24, Vincom Center B, 12A, 72, Lê Thánh Tôn và 45A Lý Tự Trọng, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Ka Li Hyun,Hàn Quốc,"79-04740-02
Thương mại",2016-10-21 13:24:41.619,2021-10-21 00:00:00.0,"Thương mại : Hóa chất,","Lotte Advanced Materials (Thailand) Co., Ltd.","No. 1, Empire Tower, 16th Floor, Unit 1602, South Sathorn Road, Yan Nawa Sub-district, Sathorn District, Bangkok Metropolis, Thailand.",66 26246710,0,Thái Lan,,0 USD
TRADELINK TECHNOLOGIES LIMITED,2012-10-04 00:00:00.0,2021-03-09 00:00:00.0,Việt Nam,,"HD Tower, 06, 25Bis, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Võ Thanh Việt,Việt Nam,79-03689-01,2012-10-04 00:00:00.0,2021-03-09 00:00:00.0,,Tradelink Technologies Limited,"Flat/Rm 07-09 16/F, World Commerce Centre Harbour, City 11 Canton Road, Tsimshatsui, KL, Hongkong",85228600383,2000,Hồng Kông,,100.000 USD
TEXTYLE ASIA PTE. LTD.,2012-01-30 00:00:00.0,2021-10-25 00:00:00.0,Việt Nam,,"100, Lê Lợi, Phường 04, quận Gò Vấp, thành phố Hồ Chí Minh, Việt Nam",Lý Chánh Nghĩa,Việt Nam,"79-03504-01
Thương mại",2012-01-30 00:00:00.0,2021-10-25 00:00:00.0,"Thương mại : Sản phẩm may mặc, dệt may,",Textyle Asia Pte. Ltd.,"86 Lorong Tanggam, Singapore 798768",6565978330,2004,Singapore,,3.965 USD
RCMA ASIA PTE. LTD.,2011-12-08 00:00:00.0,2021-10-25 00:00:00.0,Thụy Sĩ,,"12, 58, Phường 06, quận 3, thành phố Hồ Chí Minh, Việt Nam",Gruber Alexander Lukas,Thụy Sĩ,"79-03467-01
Thương mại",2011-12-08 00:00:00.0,2021-10-25 00:00:00.0,"Thương mại : Nông sản,",RCMA Asia Pte. Ltd.,"1 Temasek Avenue, #16-01 Millenia Tower, Singapore (039192)",65 63322282,0,Singapore,,200.000 USD
"MOONSTAR CO., LTD.",2016-01-11 14:21:18.621,2021-01-11 00:00:00.0,Nhật Bản,02835285442,"22, Star Building, 33Ter - 33 Bis, Mạc Đĩnh Chi, phường Đa Kao, quận 1, thành phố Hồ Chí Minh, Việt Nam",Matsuki Toshihiko,Nhật Bản,"79-04506-01
Thương mại",2016-01-11 14:21:18.621,2021-01-11 00:00:00.0,"Thương mại : Nguyên phụ liệu dệt may, da giày,","Moonstar Co., Ltd.","60 Shirayama-machi, Kurume-shi, Fukuoka-ken, Japan",+81-(0)-942 30 1111,0,Nhật Bản,,0 USD
